"","File","Query","SolutionStr","MySolutionStr","SolutionLine","MySolutionLine","Loss"
"1731","2556.txt","if (traceDirectory != null)","if (!PrivilegedFileOps.exists(traceDirectory))","if (comBufferWriter != null)",183,226,1
"1732","2557.txt","public UpdateColumnFamily(org.apache.cassandra.avro.CfDef cf_def) throws ConfigurationException, IOException","public UpdateColumnFamily(org.apache.cassandra.db.migration.avro.CfDef cf_def) throws ConfigurationException, IOException","public UpdateColumnFamily(org.apache.cassandra.db.migration.avro.CfDef cf_def) throws ConfigurationException, IOException",41,41,0
"1733","2558.txt","ByteBuffer.wrap(org.apache.cassandra.avro.KsDef.SCHEMA$.toString().getBytes(UTF_8)),","ByteBuffer.wrap(org.apache.cassandra.db.migration.avro.KsDef.SCHEMA$.toString().getBytes(UTF_8)),","ByteBuffer.wrap(org.apache.cassandra.db.migration.avro.KsDef.SCHEMA$.toString().getBytes(UTF_8)),",237,237,0
"1734","2559.txt","if (!se.isLockTimeout()) {","if (!se.getSQLState().equals(SQLState.LOCK_TIMEOUT)) {","if (!se.getSQLState().equals(SQLState.LOCK_TIMEOUT)) {",540,540,0
"1735","256.txt","Map<String,Float> boosts = new HashMap<String,Float>();","Map<CharSequence,Float> boosts = new HashMap<CharSequence,Float>();","Map<CharSequence,Float> boosts = new HashMap<CharSequence,Float>();",146,146,0
"1736","2560.txt","if (!se.isLockTimeout())","if (!se.getMessageId().equals(SQLState.LOCK_TIMEOUT))","if (savePoints.size() > 20)",2471,1473,1
"1737","2561.txt","if ( !se.isLockTimeout() ) { throw se; }","if ( !se.getMessageId().equals( SQLState.LOCK_TIMEOUT ) ) { throw se; }","if ( !se.getMessageId().equals( SQLState.LOCK_TIMEOUT ) ) { throw se; }",408,408,0
"1738","2562.txt","else if (se.isLockTimeout())","else if (SQLState.LOCK_TIMEOUT.equals(se.getMessageId()))","else",156,158,0.964027580075817
"1739","2563.txt","String LOCK_TIMEOUT_LOG = ""40XL1.T.1"";","String LOCK_TIMEOUT_LOG = ""40XL2"";","String LOCK_TIMEOUT_LOG = ""40XL2"";",267,267,0
"1740","2564.txt","throws CorruptIndexException, IOException {","throws IOException {","throws IOException {",44,44,0
"1741","2565.txt","expectedString[i] + "" in output:"" + output,","expectedString + "" in output:"" + output,","expectedString + "" in output:"" + output,",517,517,0
"1742","2566.txt","super(PER_FIELD_REUSE_STRATEGY);","super(new PerFieldReuseStrategy());","super(new PerFieldReuseStrategy());",63,63,0
"1743","2567.txt","super(PER_FIELD_REUSE_STRATEGY);","super(new PerFieldReuseStrategy());","super(new PerFieldReuseStrategy());",350,350,0
"1744","2568.txt","super(PER_FIELD_REUSE_STRATEGY);","super(new PerFieldReuseStrategy());","super(new PerFieldReuseStrategy());",314,314,0
"1745","2569.txt","Analyzer analyzer = new Analyzer(Analyzer.PER_FIELD_REUSE_STRATEGY) {","Analyzer analyzer = new Analyzer(new Analyzer.PerFieldReuseStrategy()) {","Analyzer analyzer = new Analyzer(new Analyzer.PerFieldReuseStrategy()) {",70,70,0
"1746","257.txt","Map<String,Float> boosts = new HashMap<String,Float>();","Map<CharSequence,Float> boosts = new HashMap<CharSequence,Float>();","Map<CharSequence,Float> boosts = new HashMap<CharSequence,Float>();",147,147,0
"1747","2570.txt","super(PER_FIELD_REUSE_STRATEGY);","super(new PerFieldReuseStrategy());","super(input);",67,84,0.999999999999997
"1748","2571.txt","super(PER_FIELD_REUSE_STRATEGY);","super(new PerFieldReuseStrategy());","super(input);",62,78,0.999999999999975
"1749","2572.txt","String errString = ""Not Found"";","String errString = ""returned non ok status:404, message:Not Found"";","String errString = ""returned non ok status:404, message:Not Found"";",123,123,0
"1750","2573.txt","checkRandomData(random(), new PolishAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new PolishAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new PolishAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",54,54,0
"1751","2574.txt","checkRandomData(random(), analyzer, atLeast(1000));","checkRandomData(random(), analyzer, atLeast(10000));","checkRandomData(random(), analyzer, atLeast(10000));",49,49,0
"1752","2575.txt","checkRandomData(random, a, 100*RANDOM_MULTIPLIER, 8192);","checkRandomData(random, a, 200*RANDOM_MULTIPLIER, 8192);","checkRandomData(random, a, 200*RANDOM_MULTIPLIER, 8192);",143,143,0
"1753","2576.txt","checkRandomData(random(), analyzer, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);",70,70,0
"1754","2577.txt","checkRandomData(random(), a, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), a, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), a, 10000*RANDOM_MULTIPLIER);",79,79,0
"1755","2578.txt","checkRandomData(random(), a, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), a, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), a, 10000*RANDOM_MULTIPLIER);",79,79,0
"1756","2579.txt","checkRandomData(random(), new BrazilianAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new BrazilianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new BrazilianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",165,165,0
"1757","258.txt","public void setFieldsBoost(Map<String, Float> boosts) {","public void setFieldsBoost(Map<CharSequence, Float> boosts) {","public void setFieldsBoost(Map<CharSequence, Float> boosts) {",416,416,0
"1758","2580.txt","checkRandomData(random(), new FrenchAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new FrenchAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new FrenchAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",266,266,0
"1759","2581.txt","checkRandomData(random(), analyzer, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);",65,65,0
"1760","2582.txt","checkRandomData(random(), analyzer, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);",181,181,0
"1761","2583.txt","checkRandomData(random(), analyzer, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);",66,66,0
"1762","2584.txt","checkRandomData(random(), new DutchAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new DutchAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new DutchAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",197,197,0
"1763","2585.txt","checkRandomData(random(), new NorwegianAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new NorwegianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new NorwegianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",54,54,0
"1764","2586.txt","checkRandomData(random, analyzer, 1000*RANDOM_MULTIPLIER);","checkRandomData(random, analyzer, 10000*RANDOM_MULTIPLIER);","checkRandomData(random, analyzer, 10000*RANDOM_MULTIPLIER);",54,54,0
"1765","2587.txt","checkRandomData(random, analyzer, 1000*RANDOM_MULTIPLIER);","checkRandomData(random, analyzer, 10000*RANDOM_MULTIPLIER);","checkRandomData(random, analyzer, 10000*RANDOM_MULTIPLIER);",54,54,0
"1766","2588.txt","checkRandomData(random(), new HungarianAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new HungarianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new HungarianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",54,54,0
"1767","2589.txt","checkRandomData(random(), new RomanianAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new RomanianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new RomanianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",54,54,0
"1768","259.txt","public static <E extends Exception> void closeWhileHandlingException(E priorException, Iterable<? extends Closeable> objects) throws E, IOException {","public static <E extends Exception> void closeWhileHandlingException(E priorException, Iterable<Closeable> objects) throws E, IOException {","public static <E extends Exception> void closeWhileHandlingException(E priorException, Iterable<Closeable> objects) throws E, IOException {",99,99,0
"1769","2590.txt","checkRandomData(random(), new ArmenianAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new ArmenianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new ArmenianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",54,54,0
"1770","2591.txt","checkRandomData(random(), new LatvianAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new LatvianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new LatvianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",54,54,0
"1771","2592.txt","checkRandomData(random(), new PortugueseAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new PortugueseAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new PortugueseAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",54,54,0
"1772","2593.txt","checkRandomData(random(), analyzer, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);",72,72,0
"1773","2594.txt","checkRandomData(random(), analyzer, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);",98,98,0
"1774","2595.txt","checkRandomData(random(), analyzer, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);",72,72,0
"1775","2596.txt","checkRandomData(random(), new CatalanAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new CatalanAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new CatalanAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",61,61,0
"1776","2597.txt","checkRandomData(random(), new TurkishAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new TurkishAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new TurkishAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",54,54,0
"1777","2598.txt","checkRandomData(random(), new RussianAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new RussianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new RussianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",70,70,0
"1778","2599.txt","checkRandomData(random(), analyzer, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);",51,51,0
"1779","26.txt","int[] newarray = ArrayUtil.grow(parents, ordinal + 1);","int[] newarray = ArrayUtil.grow(parents);","int[] newarray = ArrayUtil.grow(parents);",185,185,0
"1780","260.txt","TBinaryProtocol binaryProtocol = new TBinaryProtocol(transport);","TBinaryProtocol binaryProtocol = new TBinaryProtocol(transport, false, false);","TBinaryProtocol binaryProtocol = new TBinaryProtocol(transport, false, false);",130,130,0
"1781","2600.txt","checkRandomData(random(), new IrishAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new IrishAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new IrishAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",69,69,0
"1782","2601.txt","checkRandomData(random(), analyzer, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);",75,75,0
"1783","2602.txt","checkRandomData(random(), new IndonesianAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new IndonesianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new IndonesianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",54,54,0
"1784","2603.txt","checkRandomData(random(), new GreekAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new GreekAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new GreekAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",93,93,0
"1785","2604.txt","checkRandomData(random(), new GalicianAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new GalicianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new GalicianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",54,54,0
"1786","2605.txt","checkRandomData(random(), a, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), a, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), a, 10000*RANDOM_MULTIPLIER);",55,55,0
"1787","2606.txt","checkRandomData(random(), new ArabicAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new ArabicAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new ArabicAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",99,99,0
"1788","2607.txt","checkRandomData(random(), a, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), a, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), a, 10000*RANDOM_MULTIPLIER);",45,45,0
"1789","2608.txt","checkRandomData(random(), a, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), a, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), a, 10000*RANDOM_MULTIPLIER);",66,66,0
"1790","2609.txt","checkRandomData(random(), new EnglishAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new EnglishAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new EnglishAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",58,58,0
"1791","261.txt","Assert.assertEquals(""osgi.serviceloader; filter:=\""(osgi.serviceloader=org.apache.aries.spifly.mysvc.SPIProvider)\"";cardinality:=multiple"",","Assert.assertEquals(""osgi.serviceloader; filter:=\""(osgi.serviceloader=org.apache.aries.spifly.mysvc.SPIProvider)\"";cardinality:=multiple,"",","Assert.assertEquals(""osgi.serviceloader; filter:=\""(osgi.serviceloader=org.apache.aries.spifly.mysvc.SPIProvider)\"";cardinality:=multiple,"",",84,84,0
"1792","2610.txt","checkRandomData(random(), analyzer, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);",57,57,0
"1793","2611.txt","checkRandomData(random(), a, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), a, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), a, 10000*RANDOM_MULTIPLIER);",77,77,0
"1794","2612.txt","checkRandomData(random(), a, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), a, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), a, 10000*RANDOM_MULTIPLIER);",135,135,0
"1795","2613.txt","checkRandomData(random(), a, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), a, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), a, 10000*RANDOM_MULTIPLIER);",80,80,0
"1796","2614.txt","checkRandomData(random(), a, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), a, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), a, 10000*RANDOM_MULTIPLIER);",1926,1926,0
"1797","2615.txt","checkRandomData(random(), new SpanishAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new SpanishAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new SpanishAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",54,54,0
"1798","2616.txt","checkRandomData(random(), analyzer, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);",51,51,0
"1799","2617.txt","checkRandomData(random(), new BasqueAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new BasqueAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new BasqueAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",54,54,0
"1800","2618.txt","checkRandomData(random(), a, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), a, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), a, 10000*RANDOM_MULTIPLIER);",114,114,0
"1801","2619.txt","checkRandomData(random(), analyzer, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);",51,51,0
"1802","262.txt","reflector.reflect(TermToBytesRefAttribute.class, ""bytes"", new BytesRef(bytes));","reflector.reflect(TermToBytesRefAttribute.class, ""bytes"", bytes);","reflector.reflect(TermToBytesRefAttribute.class, ""bytes"", bytes);",189,189,0
"1803","2620.txt","checkRandomData(random(), new ItalianAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new ItalianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new ItalianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",57,57,0
"1804","2621.txt","checkRandomData(random(), new CzechAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new CzechAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new CzechAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",73,73,0
"1805","2622.txt","checkRandomData(random(), new DanishAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new DanishAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new DanishAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",54,54,0
"1806","2623.txt","checkRandomData(random(), new PersianAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new PersianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new PersianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",227,227,0
"1807","2624.txt","checkRandomData(random(), new BulgarianAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new BulgarianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new BulgarianAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",79,79,0
"1808","2625.txt","checkRandomData(random(), new KeywordAnalyzer(), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new KeywordAnalyzer(), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new KeywordAnalyzer(), 10000*RANDOM_MULTIPLIER);",130,130,0
"1809","2626.txt","checkRandomData(random(), new UAX29URLEmailAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new UAX29URLEmailAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new UAX29URLEmailAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",265,265,0
"1810","2627.txt","checkRandomData(random(), analyzer, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);",67,67,0
"1811","2628.txt","checkRandomData(random(), analyzer, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);",63,63,0
"1812","2629.txt","checkRandomData(random(), new GermanAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new GermanAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new GermanAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",69,69,0
"1813","263.txt","private static class CompactionExecutor extends DebuggableThreadPoolExecutor","private class CompactionExecutor extends DebuggableThreadPoolExecutor","private class CompactionExecutor extends DebuggableThreadPoolExecutor",557,557,0
"1814","2630.txt","checkRandomData(random(), analyzer, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);",63,63,0
"1815","2631.txt","checkRandomData(random(), analyzer, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);",51,51,0
"1816","2632.txt","checkRandomData(random(), new SwedishAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new SwedishAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new SwedishAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",54,54,0
"1817","2633.txt","checkRandomData(random(), analyzer, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);",51,51,0
"1818","2634.txt","checkRandomData(random(), new FinnishAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new FinnishAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new FinnishAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",54,54,0
"1819","2635.txt","checkRandomData(random(), analyzer, 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), analyzer, 10000*RANDOM_MULTIPLIER);",51,51,0
"1820","2636.txt","checkRandomData(random(), new HindiAnalyzer(TEST_VERSION_CURRENT), 1000*RANDOM_MULTIPLIER);","checkRandomData(random(), new HindiAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);","checkRandomData(random(), new HindiAnalyzer(TEST_VERSION_CURRENT), 10000*RANDOM_MULTIPLIER);",50,50,0
"1821","2637.txt","checkRandomData(random(), getTestAnalyzer(), 1000 * RANDOM_MULTIPLIER);","checkRandomData(random(), getTestAnalyzer(), 10000 * RANDOM_MULTIPLIER);","checkRandomData(random(), getTestAnalyzer(), 10000 * RANDOM_MULTIPLIER);",134,134,0
"1822","2638.txt","CompactionManager.instance.disableAutoCompaction();","CompactionManager.instance.disableCompactions();","CompactionManager.instance.disableCompactions();",40,40,0
"1823","2639.txt","CompactionManager.instance.submitMajor(cfStore).get();","cfStore.doCompaction(2, cfStore.getSSTables().size());","table.getColumnFamilyStore(""Standard2"").forceBlockingFlush();",362,160,1
"1824","264.txt","public static class KeyPosition implements Comparable<KeyPosition>","public class KeyPosition implements Comparable<KeyPosition>","public class KeyPosition implements Comparable<KeyPosition>",186,186,0
"1825","2640.txt","List<SSTableReader> sstables = CompactionManager.instance.submitAnticompaction(cfstore, ranges, remote).get();","List<SSTableReader> sstables = CompactionManager.instance.submitAnti(cfstore, ranges, remote).get();","List<SSTableReader> sstables = CompactionManager.instance.submitAnti(cfstore, ranges, remote).get();",655,655,0
"1826","2641.txt","buffer[i] = (char)(b[off + i] & 0xff);","buffer[i] = (char) b[off + i];","buffer[i] = (char) b[off + i];",97,97,0
"1827","2642.txt","return this.tags.containsKey(tagName.toLowerCase());","return this.tags.containsKey(tagName);","return this.tags.containsKey(tagName);",163,163,0
"1828","2643.txt","return this.tags.containsKey(tagName.toLowerCase());","return this.tags.containsKey(tagName);","return this.tags.containsKey(tagName);",192,192,0
"1829","2644.txt","return this.tags.containsKey(tagName.toLowerCase());","return this.tags.containsKey(tagName);","return this.tags.containsKey(tagName);",192,192,0
"1830","2645.txt","assertTrue(Constants.LUCENE_VERSION + "" should start with: ""+version,","assertTrue(version + "" should start with: ""+Constants.LUCENE_VERSION,","assertTrue(version + "" should start with: ""+Constants.LUCENE_VERSION,",104,104,0
"1831","2646.txt","long overall_timeout = timeout - (System.currentTimeMillis() - startTime_);","long overall_timeout = System.currentTimeMillis() - startTime_ + timeout;","long overall_timeout = System.currentTimeMillis() - startTime_ + timeout;",82,82,0
"1832","2647.txt","long timeout = DatabaseDescriptor.getRpcTimeout() - (System.currentTimeMillis() - startTime);","long timeout = System.currentTimeMillis() - startTime + DatabaseDescriptor.getRpcTimeout();","long timeout = System.currentTimeMillis() - startTime + DatabaseDescriptor.getRpcTimeout();",58,58,0
"1833","2648.txt","long timeout = DatabaseDescriptor.getRpcTimeout() - (System.currentTimeMillis() - startTime);","long timeout = System.currentTimeMillis() - startTime + DatabaseDescriptor.getRpcTimeout();","long timeout = System.currentTimeMillis() - startTime + DatabaseDescriptor.getRpcTimeout();",65,65,0
"1834","2649.txt","fs = new FileStruct(SequenceFile.bufferedReader(file, bufferSize), StorageService.getPartitioner());","fs = new FileStruct(SequenceFile.bufferedReader(file, bufferSize));","fs = new FileStruct(SequenceFile.bufferedReader(file, bufferSize));",667,667,0
