"","File","Query","SolutionStr","MySolutionStr"
"386","4114.txt","throw StandardException.newException(SQLState.LANG_INVALID_COL_REF_GROUPED_SELECT_LIST, cr.getSQLColumnName());","throw StandardException.newException(SQLState.LANG_INVALID_GROUPED_SELECT_LIST);","throw StandardException.newException(SQLState.LANG_INVALID_COL_REF_NON_GROUPED_SELECT_LIST, cr.getSQLColumnName());"
"387","4120.txt","String seg = IndexFileNames.parseSegmentName(fileName);","String seg = fileName.substring(0, fileName.indexOf('.'));","final String id = IndexFileNames.stripSegmentName(name);"
"388","4123.txt","p.put(Attribute.DRDA_SECMEC,","p.put(Attribute.CLIENT_SECURITY_MECHANISM,","p.put(Attribute.DRDA_SECTKN_IN,"
"389","4126.txt","columnName,","null,","columnName +"
"390","4135.txt","setToken(token);","tokenMetadata_.updateNormalToken(token, FBUtilities.getLocalAddress());","setToken(getLocalToken());"
"391","4153.txt","public static final String VER = ""ver"";","private static final String VER = ""ver"";","public static final String OVERWRITE = ""ow"";"
"392","4174.txt","return termsIndex.getValueCount();","return termsIndex.numOrd();","return termsIndex.getOrd(doc);"
"393","4201.txt","public static Test attributesDatabase(","private static Test attributesDatabase(","public static Test encryptedDatabaseBpw(Test test,"
"394","4205.txt","this.localeFinder = other.localeFinder;","this.localeFinder = localeFinder;","this.localeFinder = localeFinder;"
"395","4208.txt","if (!clauses.isEmpty() && !field.equals(that.field)) return false;","if (!field.equals(that.field)) return false;","if (!clauses.equals(that.clauses)) return false;"
"396","4228.txt","break;","throw new RuntimeException(e);","return;"
"397","4235.txt","assertEquals(""[2,2]"", ""[0.429, 0.429, 0.143]"", AbstractCluster.formatVector(pdf, null));","assertEquals(""[2,2]"", ""[0.545, 0.273, 0.182]"", AbstractCluster.formatVector(pdf, null));","assertEquals(""[2,2]"", ""[0.493, 0.296, 0.211]"", AbstractCluster.formatVector(pdf, null));"
"398","4237.txt","handle.put(""explain"", SKIPVAL);","handle.put(""explain"", UNORDERED);","handle.put(""time"", SKIPVAL);"
"399","4238.txt","handle.put(""explain"", SKIPVAL);","handle.put(""explain"", UNORDERED);","handle.put(""time"", SKIPVAL);"
"400","424.txt","private void refill() {","private void refill() throws IOException {","private void flushBigram() {"
"401","4245.txt","if (provider == null) context.ungetService(ref); // we didn't get something back, so this was no good.","context.ungetService(ref); // we didn't get something back, so this was no good.","if (provider == null) context.ungetService(ref);"
"402","4290.txt","assertEquals(-1, tps.nextPosition());","assertEquals(0, tps.nextPosition());","assertEquals(3, tps.nextPosition());"
"403","4291.txt","void directShutdownInternal() {","private void directShutdownInternal() {","directShutdownInternal();"
"404","4294.txt","if (term==null || term.field() != field || t >= mterms.length) break;","if (term==null || term.field() != field) break;","if (term==null || term.field() != field) break;"
"405","4305.txt","sqle = e;","sqle = null;","sqle = null;"
"406","4306.txt","public synchronized void response(Message msg)","public void response(Message msg)","public void response(Message message)"
"407","4308.txt","if (trackedId != null) {","if (getTrackingCount() > 0) {","if (trackedId != null && !trackedId.equals(serviceID)) {"
"408","4312.txt","JDBC.assertUnorderedResultSet(rs, expRS, true);","JDBC.assertFullResultSet(rs, expRS, true);","JDBC.assertFullResultSet(rs, expRS, true);"
"409","4344.txt","bits.and(chain[i].bits(reader));","bits.and(((DocIdBitSet)chain[i].getDocIdSet(reader)).getBitSet());","bits.and(((ISerialChainFilter) chain[i]).bits(reader, bits));"
"410","4352.txt","return false;","return true;","return true;"
"411","4370.txt","File dirFile = _TestUtil.getTempDir(""deletetest"");","File dirFile = new File(TEMP_DIR, ""deletetest"");","File dirFile = _TestUtil.getTempDir(""TestIndexReader.testFilesOpenClose"");"
"412","4387.txt","return openInput(name, BufferedIndexInput.BUFFER_SIZE);","return new FSIndexInput(new File(directory, name));","this(path, BufferedIndexInput.BUFFER_SIZE);"
"413","442.txt","public void close() {}","public void close() throws IOException {}","public void setDoFail() {"
"414","443.txt","public boolean incrementToken() {","public boolean incrementToken() throws IOException {","public boolean incrementToken() throws IOException {"
"415","456.txt","String segmentSuffix) {","String segmentSuffix) throws IOException {","String segmentSuffix) throws IOException {"
"416","468.txt","public final int freq() {","public final int freq() throws IOException {","public final int docID() {"
"417","469.txt","public float score() {","public float score() throws IOException {","public float freq() {"
"418","480.txt","void finish() {","void finish() throws IOException {","void shrinkHash() {"
"419","486.txt","private void pushTop() {","private void pushTop() throws IOException {","private void pullTop() {"
"420","488.txt","public void work(double units) {","public void work(double units) throws MergePolicy.MergeAbortedException {","public void work(double units) throws MergePolicy.MergeAbortedException {"
"421","49.txt","public abstract NumericDocValues getNormValues(String field) throws IOException;","public abstract NumericDocValues simpleNormValues(String field) throws IOException;","public abstract NumericDocValues getNumericDocValues(String field) throws IOException;"
"422","498.txt","{""XSLA4"",""Error encountered when attempting to write the transaction recovery log. Most likely the disk holding the recovery log is full. If the disk is full, the only way to proceed is to free up space on the disk by either expanding it or deleting files not related to Derby. It is also possible that the file system and/or disk where the Derby transaction log resides is read-only. The error can also be encountered if the disk or file system has failed."",""45000""},","{""XSLA4"",""Cannot write to the log, most likely the log is full.  Please delete unnecessary files.  It is also possible that the file system is read only, or the disk has failed, or some other problems with the media.  "",""45000""},","{""08004"",""Connection authentication failure occurred. Either the supplied credentials were invalid, or the database uses a password encryption scheme not compatible with the strong password substitution security mechanism. If this error started after upgrade, refer to the release note for DERBY-4483 for options."",""40000""},"
"423","5.txt","RandomIndexWriter iw = new RandomIndexWriter(random(), dir, cfg);","RandomIndexWriter iw = new RandomIndexWriter(random(), dir);","RandomIndexWriter iw = new RandomIndexWriter(random(), dir, iwc);"
"424","50.txt","public NumericDocValues getNormValues(String field) {","public NumericDocValues simpleNormValues(String field) {","public NumericDocValues getNumericDocValues(String field) {"
"425","503.txt","r = new FCInvisibleMultiReader((DirectoryReader)r);","r = new FCInvisibleMultiReader(new AssertingDirectoryReader((DirectoryReader)r));","r = new FCInvisibleMultiReader(r);"
"426","506.txt","public FieldComparator setNextReader(IndexReader reader, int docBase)","public void setNextReader(IndexReader reader, int docBase)","public void setNextReader(IndexReader reader, int docBase)"
"427","51.txt","public NumericDocValues getNormValues(String field) {","public NumericDocValues simpleNormValues(String field) {","public NumericDocValues getNumericDocValues(String field) {"
"428","512.txt","clearEndpointCache();","invalidateCachedSnitchValues();","reloadConfiguration();"
"429","513.txt","if (rowToFetch != 0) {","if (rowToFetch != 0 || cursorUnpositionedOnServer_) {","if (row > 0) {"
"430","52.txt","assertEquals( ""subInfos=(d((9,10)))/1.0(3,103)"", ffl.fragInfos.get( 0 ).toString() );","assertEquals( ""subInfos=(d((6,7)))/1.0(0,100)"", ffl.fragInfos.get( 0 ).toString() );","assertEquals( ""subInfos=(b((2,3)))/1.0(0,20)"", ffl.fragInfos.get( 0 ).toString() );"
"431","529.txt","ref.copyChars(charArray, offset, length);","ref.copy(charArray, offset, length);","ref.append(charArray, offset, length);"
"432","54.txt","assertEquals( ""d(1.0)((9,10))"", fpl.phraseList.get( 0 ).toString() );","assertEquals( ""d(1.0)((6,7))"", fpl.phraseList.get( 0 ).toString() );","assertEquals( ""a(1.0)((0,1))"", fpl.phraseList.get( 0 ).toString() );"
"433","564.txt","logMsg(LINE);","istream.println(LINE);","logMsg(jvmVersion);"
"434","566.txt","assertTrue(files[0].endsWith(""write.lock""));","assertEquals(""write.lock"", files[0]);","assertTrue(files.contains(""_0.cfs""));"
"435","573.txt","public static String simpleTag(String tag, String... args) {","private static String simpleTag(String tag, String... args) {","public static String deleteById(String id, String... args) {"
"436","579.txt","p.put(Attribute.DRDA_SECMEC,","p.put(Attribute.CLIENT_SECURITY_MECHANISM,","p.put(Attribute.DRDA_SECTKN_IN,"
"437","585.txt","Query query1 = new WildcardQuery(new Term(""body"", ""m?tal""));       // 1","Query query1 = new TermQuery(new Term(""body"", ""m?tal""));       // 1","Query query4 = new WildcardQuery(new Term(""body"", ""m?t?ls""));  // 3"
"438","591.txt","void directShutdownInternal() {","private void directShutdownInternal() {","directShutdownInternal();"
"439","595.txt","+info+"". Triggers got fired in this order:""+TRIGGER_INFO.get().toString(), orderOk);","+info, orderOk);","int fireCount = assertFiringOrder(""INSERT"", 1);"
"440","599.txt","outlen[0] = appRequester.getTimestampLength();","outlen[0] = 26;","outlen[0] = 2;"
"441","6.txt","String seg = IndexFileNames.parseSegmentName(fileName);","String seg = fileName.substring(0, fileName.indexOf('.'));","final String id = IndexFileNames.stripSegmentName(name);"
"442","605.txt","JDBC.assertUnorderedResultSet(rs, expRS, true);","JDBC.assertFullResultSet(rs, expRS, true);","JDBC.assertFullResultSet(rs, expRS, true);"
"443","614.txt","if (keepCurrentDefault)","if (defaultNode == null)","if (isAutoincrement == false)"
"444","624.txt","return ByteBufferUtil.bytes(source, Charsets.US_ASCII);","return ByteBuffer.wrap(source.getBytes(Charsets.US_ASCII));","return ByteBufferUtil.string(bytes, Charsets.US_ASCII);"
"445","632.txt","public final IFilter filter;","private final IFilter filter;","public final QueryPath path;"
"446","637.txt","conf.setMapOutputValueClass(Text.class);","conf.setMapOutputValueClass(VectorWritable.class);","conf.setMapOutputValueClass(KMeansInfo.class);"
"447","65.txt","al.add( BaseTestCase.getJavaExecutableName() );","al.add( ""java"" );","argsList.add( config.getHostName() );"
"448","66.txt","skipRemainder(true);","skipRemainder(false);","skipRemainder(false);"
"449","662.txt","r = new FCInvisibleMultiReader((DirectoryReader)r);","r = new FCInvisibleMultiReader(new AssertingDirectoryReader((DirectoryReader)r));","r = new FCInvisibleMultiReader(r);"
"450","666.txt","return Types.DOUBLE;","return Types.INTEGER;","return Types.BLOB;"
"451","67.txt","public static String getNameFromJdbcType(int jdbcType) {","public static String jdbcNameFromJdbc(int jdbcType) {","public static String sqlNameFromJdbc(int jdbcType) {"
"452","69.txt","""select a, length(a), b from testClobTriggerB order by b"");","""select a, length(a), b from testClobTriggerA order by b"");","""select a, length(a), b from testClobTriggerA order by b"");"
"453","719.txt","if (def.finished())","if (def.needsInput())","if (def.needsInput())"
"454","727.txt","res = ResourceBundle.getBundle(messageFileName);","res = ResourceBundle.getBundle(MESSAGE_FILE);","res = ResourceBundle.getBundle(messageFileName,locale);"
"455","731.txt","return true;","target = currentDoc + 1;","return false;"
"456","752.txt","setInput(parameterIndex, Boolean.valueOf(x));","setInput(parameterIndex, new Short((short) (x ? 1 : 0)));","setInput(parameterIndex, null);"
"457","753.txt","writeBoolean(((Boolean) inputs[i]).booleanValue());","write1Byte(((Short) inputs[i]).shortValue());","writeDouble(((Double) inputs[i]).doubleValue());"
"458","755.txt","if (start >= current.endOffset || end > contentLength) {","if (start >= current.endOffset) {","if (start >= current.endOffset) {"
"459","762.txt","Range<RowPosition> range = Util.range("""", """");","Range range = new Range(p.getMinimumToken(), p.getMinimumToken());","RowMutation rm = new RowMutation(""Keyspace1"", key);"
"460","768.txt","if (keys != null && index != keys.length) {","if (index != keys.length) {","if (keys != null) {"
"461","770.txt","return java.math.BigDecimal.valueOf(getLong(column));","return new java.math.BigDecimal( getInt( column ) );","return java.math.BigDecimal.valueOf(get_SMALLINT(column));"
"462","78.txt","refreshLock.unlock();","refreshLock.lock();","refreshLock.lock();"
"463","786.txt","public void doPendingWrites()","void doPendingWrites()","public void run()"
"464","793.txt","if( docsUpperBound > 0 && docsSinceCommit > docsUpperBound ) {","if( docsSinceCommit > docsUpperBound ) {","else if( docsUpperBound > 0 && (docsSinceCommit > docsUpperBound) ) {"
"465","807.txt","String OBJECT_CLOSED                                    = ""J104"";","String CONN_ALREADY_CLOSED                              = ""J104"";","String UNKNOWN_HOST_ID                                  = ""J109"";"
"466","818.txt","CFMetaData.applyImplicitDefaults(cf_def);","oldCfm.apply(cf_def);","CFMetaData.validateMemtableSettings(cf_def);"
"467","822.txt","JDBC.assertSingleValueResultSet(ps.executeQuery(), null);","JDBC.assertSingleValueResultSet(ps.executeQuery(), ""11:00:00"");","JDBC.assertSingleValueResultSet(ps.executeQuery(), ""42"");"
"468","829.txt","String type = (entry.getType() == null) ? getType(name) : entry.getType();","String type = getType(name);","String type = null;"
"469","830.txt","@Test @Ignore(""Please fix me!"")","@Test","@Test"
"470","831.txt","bufIn.readUTF();","String key = bufIn.readUTF();","bufIn.readInt();"
"471","861.txt","this.localeFinder = other.localeFinder;","this.localeFinder = localeFinder;","this.localeFinder = localeFinder;"
"472","864.txt","return key.compareTo(kp.key);","return partitioner.getDecoratedKeyComparator().compare(key, kp.key);","return parseTableName(path);"
"473","865.txt","return key.compareTo(o.key);","return partitioner.getDecoratedKeyComparator().compare(key, o.key);","return key;"
"474","870.txt","SQLState.LOG_FULL, ioe);","SQLState.LOG_FULL, ioe, null );","SQLState.LOG_FULL, ioe));"
"475","874.txt","cds = null;","cds = td.getConglomerateDescriptors();","td = null;"
"476","876.txt","System.out.println(""-"" + COLLECTION + "" and -"" + CONFNAME","System.out.println(""-"" + CONFDIR + "" and -"" + CONFNAME","System.out.println(""-"" + CONFDIR + "" and -"" + CONFNAME"
"477","894.txt","ALLOW_SSL = false;","sslConfig = null;","return false;"
"478","895.txt","ALLOW_SSL = false;","sslConfig = null;","return false;"
"479","900.txt","true,				// nullability","false,// nullability","false,// nullability"
"480","904.txt","if (dlist == null || dlist.size() < limit) continue;","if (dlist == null || dlist.size() < limit) return false;","if (alist == null || alist.size() < limit) continue;"
"481","909.txt","exclusions = exclusiontable.keySet();","exclusions = new HashSet(exclusiontable.keySet());","exclusions = exclusiontable;"
"482","910.txt","theResults.close();","theResults.finish(); // release the result set, don't just close it","if (theResults.isClosed())"
"483","936.txt","} catch (Exception e) {","} catch (Throwable e) {","} catch (ClassNotFoundException e) {"
"484","937.txt","} catch (Exception t) {","} catch (Throwable t) {","} catch (Exception e) {"
"485","938.txt","} catch (Exception e) {","} catch (Throwable e) {","} catch (InterruptedException e) {"
"486","939.txt","} catch (Exception e) {","} catch (Throwable e) {","} catch (RuntimeException e) {"
"487","940.txt","} catch (Exception e) {","} catch (Throwable e) {","} catch (IOException e) {"
"488","941.txt","catch( Exception ex ) {","catch( Throwable ex ) {","catch (Exception e) {"
"489","942.txt","} catch (Exception th) {","} catch (Throwable th) {","} catch (ExecutionException e) {"
"490","947.txt","} catch (Exception t) {","} catch (Throwable t) {","} catch (Exception e) {"
"491","959.txt","CFMetaData metadata = ThriftValidation.validateColumnFamily(keyspace, column_parent.column_family);","CFMetaData metadata = ThriftValidation.validateColumnFamily(keyspace, column_parent.column_family, false);","CFMetaData metadata = ThriftValidation.validateColumnFamily(keyspace, column_parent.column_family, true);"
"492","961.txt","if (Float.isInfinite((float)value))","if (Math.abs(value) > Float.MAX_VALUE)","if (!(theValue instanceof java.lang.Double))"
"493","962.txt","Float.isInfinite((float)source)) {","(source > Float.MAX_VALUE || source < -Float.MAX_VALUE)) {","return new Float((float) source);"
"494","997.txt","UnicodeUtil.UTF8toUTF16(input, output);","input.utf8ToChars(output);","UnicodeUtil.UTF16toUTF8(internal, 0, internal.length(), result);"
