"","File","Query","SolutionStr","MySolutionStr","SolutionLine","MySolutionLine","Loss"
"5772","523.txt","searchHeaderField = new String(""columba.spam"");","searchHeaderField = new String(""columba.flags.spam"");","searchHeaderField = new String(""columba.flags.spam"");",76,76,0
"5773","5230.txt","throw st.exception(""no text format defined for TKEY"");","throw new TextParseException(""no text format defined for TKEY"");","throw new TextParseException(""no text format defined for TKEY"");",124,124,0
"5774","5231.txt","log(""getting note for "" + cm, ex);","ex.printStackTrace();","log( ""DefaultServlet: welcome file: ""  + welcomeFile);",93,147,1
"5775","5232.txt","import org.columba.core.gui.frame.FrameController;","import org.columba.core.gui.FrameController;","import org.columba.core.gui.FrameController;",14,14,0
"5776","5233.txt","extends BaseRModuleAttribute","extends ZZBaseRModuleAttribute","extends ZZBaseRModuleAttribute",27,27,0
"5777","5234.txt","private static final String className = ""Attribute"";","private static String className = ""Attribute"";","private static String className = ""Attribute"";",33,33,0
"5778","5235.txt","String[] names = org.eclipse.jdt.internal.core.Util.getTrimmedSimpleNames(newFragName);","String[] names = Signature.getSimpleNames(newFragName);","String[] names = Signature.getSimpleNames(newFragName);",134,134,0
"5779","5236.txt","System.arraycopy(bytes, 0, bytes = new byte[length*2], 0, length);","System.arraycopy(bytes, 0, bytes = new byte[length*2], 0, length);;","System.arraycopy(bytes, 0, bytes = new byte[length*2], 0, length);;",1183,1183,0
"5780","5237.txt","new CompilationResult(sourceTypes[0].getFileName(), 1, 1, this.options.maxProblemsPerUnit);","new CompilationResult(sourceTypes[0].getFileName(), 1, 1);","new CompilationResult(sourceTypes[0].getFileName(), 1, 1);",87,87,0
"5781","5238.txt","command.getCommand().setEnabled(menuService.getCurrentState());","command.getCommand().setEnabled(handlerService.getCurrentState());","command.getCommand().setEnabled(handlerService.getCurrentState());",764,764,0
"5782","5239.txt","public State getLastState(IProject project) {","private State getLastState(IProject project) {","private State getLastState(IProject project) {",320,320,0
"5783","524.txt","LogManager.getLoggerRepository().clear();","Category.defaultHierarchy.clear();","Category.defaultHierarchy.clear();",114,114,0
"5784","5240.txt","return nodeSet.addMatch(node, ((InternalSearchPattern)this.pattern).mustResolve ? POSSIBLE_MATCH : ACCURATE_MATCH);","return nodeSet.addMatch(node, this.pattern.mustResolve ? POSSIBLE_MATCH : ACCURATE_MATCH);","return nodeSet.addMatch(node, this.pattern.mustResolve ? POSSIBLE_MATCH : ACCURATE_MATCH);",36,36,0
"5785","5241.txt","return tabString(tab) + ""Recovered import: ""/*nonNLS*/ + importReference.toString();","return tabString(tab) + ""Recovered import: "" + importReference.toString(); //$NON-NLS-1$","return tabString(tab) + ""Recovered import: "" + importReference.toString(); //$NON-NLS-1$",32,32,0
"5786","5242.txt","if ((container != null) && (!container.allowsAutoFocus())) {","if (!container.allowsAutoFocus()) {","if (!container.allowsAutoFocus()) {",3153,3153,0
"5787","5243.txt","if ((argType = argBinding.type) == TypeBinding.LONG || (argType == TypeBinding.DOUBLE)) {","if ((argType = argBinding.type) == LongBinding || (argType == DoubleBinding)) {","if ((argType = argBinding.type) == LongBinding || (argType == DoubleBinding)) {",257,257,0
"5788","5244.txt","import org.columba.core.io.TempFileStore;","import org.columba.core.util.TempFileStore;","import org.columba.core.util.TempFileStore;",25,25,0
"5789","5245.txt","public final class HashtableOfObject implements Cloneable {","public final class HashtableOfObject {","public final class HashtableOfObject {",11,11,0
"5790","5246.txt","return new SearchCriteria(""test: ""+searchTerm, ""test description"", null);","return new SearchCriteria(""test: ""+searchTerm, ""test description"");","return new SearchCriteria(""test: ""+searchTerm, ""test description"");",24,24,0
"5791","5247.txt","return getDeclaringClass().getName() + ""."" + getName(); //$NON-NLS-1$","return getDeclaringClass().getName() + "".""/*nonNLS*/ + getName();","return getDeclaringClass().getName() + "".""/*nonNLS*/ + getName();",47,47,0
"5792","5248.txt","super(Argo.localize(Argo.MENU_BUNDLE,""action.save-configuration""), false);","super(Argo.localize(Argo.MENU_BUNDLE,""Save Configuration""), false);","super(Argo.localize(Argo.MENU_BUNDLE,""Save Configuration""), false);",43,43,0
"5793","5249.txt","public DefaultSearchEngine getSearchEngine() {","public DefaultSearchEngine getSearchEngineInstance() {","public DefaultSearchEngine getSearchEngineInstance() {",734,734,0
"5794","525.txt","s += ""\n"" + tabString(tab == 0 ? 0 : tab - 1) + ""}""; //$NON-NLS-1$ //$NON-NLS-2$","s += ""\n"" + tabString(tab == 0 ? 0 : tab - 1) + ""}"";","s += ""\n"" + tabString(tab == 0 ? 0 : tab - 1) + ""}"";",357,357,0
"5795","5250.txt","{""button.add-operation"", ""Ajouter une Op\u00e9ration"" },","{""Add Operation"", ""Ajouter une Op\u00e9ration"" },","{""button.add-attribute"", ""Ajouter un Attribut"" },",83,82,0.761594155955765
"5796","5251.txt","tabFolder.setMRUVisible(((TabBehaviour)Tweaklets.get(TabBehaviour.KEY)).enableMRUTabVisibility());","tabFolder.setMRUVisible(((TabBehaviour)Tweaklets.get(TabBehaviour.class)).enableMRUTabVisibility());","tabFolder.setMRUVisible(((TabBehaviour)Tweaklets.get(TabBehaviour.class)).enableMRUTabVisibility());",230,230,0
"5797","5252.txt","this.errorPages.put( errorType, value );","this.errorPages.put( errorPages, value );","this.errorPages.put( errorPages, value );",358,358,0
"5798","5253.txt","&& ((local.declaration.bits & ASTNode.IsLocalDeclarationReachable) != 0)) { // declaration is reachable","&& ((local.declaration.bits & ASTNode.IsLocalDeclarationReachableMASK) != 0)) { // declaration is reachable","&& ((local.declaration.bits & ASTNode.IsLocalDeclarationReachableMASK) != 0)) { // declaration is reachable",233,233,0
"5799","5254.txt","setToolBarText(","setToolBarName(","setToolBarName(",58,58,0
"5800","5255.txt","protected int executeInsert(int index, PreparedStatement ps, EntityEnterpriseContext ctx) throws SQLException","protected int executeInsert(PreparedStatement ps, EntityEnterpriseContext ctx) throws SQLException","protected int executeInsert(PreparedStatement ps, EntityEnterpriseContext ctx) throws SQLException",57,57,0
"5801","5256.txt","System.out.print('\'');","System.out.print('\''); //$NON-NLS-1$","System.out.println('\'');",101,103,0.964027580075817
"5802","5257.txt","StatusUtil.handleStatus(errorStatus, StatusManager.SHOW, parent);","StatusManager.getManager().handle(errorStatus, StatusManager.SHOW);","StatusManager.getManager().handle(errorStatus, StatusManager.SHOW);",66,66,0
"5803","5258.txt","label.setText(item.toString());","label.setText(item.getName());","label.setText(item.getName());",65,65,0
"5804","5259.txt","dnsSRVRecord(dnsName _name, short _dclass, int _ttl, MyStringTokenizer st)","dnsSRVRecord(dnsName _name, short _dclass, int _ttl, StringTokenizer st)","dnsSRVRecord(dnsName _name, short _dclass, int _ttl, StringTokenizer st)",38,38,0
"5805","526.txt","static final String ID_SEP = "":""; //$NON-NLS-1$","static final String ID_SEP = "":"";","static final String ID_SEP = "":"";",154,154,0
"5806","5260.txt","public void validate(boolean isStatic, ErrorList errors) {","public void validate(boolean isStatic, List<Throwable> errors) {","public void validate(boolean isStatic, List<Throwable> errors) {",80,80,0
"5807","5261.txt","synchronized (this) {","synchronized (this.ast) {","synchronized (this.ast) {",157,157,0
"5808","5262.txt","import org.columba.ristretto.message.HeaderInterface;","import org.columba.mail.message.HeaderInterface;","import org.columba.mail.message.HeaderInterface;",23,23,0
"5809","5263.txt","rec.ttl = ttl;","rec.ttl = 0;","rec.ttl = 0;",592,592,0
"5810","5264.txt","System.err.println(""Stack trace of embedded throwable:""); //$NON-NLS-1$","System.err.println(""Stack trace of embedded throwable:""/*nonNLS*/);","System.err.println(""Stack trace of embedded throwable:""/*nonNLS*/);",43,43,0
"5811","5265.txt","public Vector getMethod() { return (Vector) _method;}","public Vector getMethod() { return (Vector) _method.clone(); }","public Vector getMethod() { return (Vector) _method.clone(); }",107,107,0
"5812","5266.txt","import org.eclipse.ui.activities.ws.WorkbenchActivityHelper;","import org.eclipse.ui.activities.support.WorkbenchActivityHelper;","import org.eclipse.ui.activities.support.WorkbenchActivityHelper;",56,56,0
"5813","5267.txt","public void updateColors() {","private void updateColors() {","public void flushToolbarSize() {",441,411,1
"5814","5268.txt","public Test getTest() {","protected Test getTest() {","public TestDecorator(Test test) {",35,15,1
"5815","5269.txt","return isSameClassOrSubclassOf(subType, superType); // interfaces are subclasses of Object too","return subType.isClass() && isSameClassOrSubclassOf(subType, superType);","return subType.isClass() && isSameClassOrSubclassOf(subType, superType);",159,159,0
"5816","527.txt","long positions = importReference.sourcePositions[importReference.tokens.length - 1];","long positions = importReference.sourcePositions[importReference.sourcePositions.length - 1];","long positions = importReference.sourcePositions[importReference.sourcePositions.length - 1];",1750,1750,0
"5817","5270.txt","if ((flowInfo.tagBits & FlowInfo.UNREACHABLE_OR_DEAD) == 0) {","if ((flowInfo.tagBits & FlowInfo.UNREACHABLE) == 0) {","if ((flowInfo.tagBits & FlowInfo.UNREACHABLE) == 0) {",41,41,0
"5818","5271.txt","Collection values = reader.readRegistry(Platform.getExtensionRegistry());","Collection values = reader.readRegistry(Platform.getPluginRegistry());","Collection values = reader.readRegistry(Platform.getPluginRegistry());",66,66,0
"5819","5272.txt","this.alg = alg;","this.alg = (byte) alg;","this.alg = (byte) alg;",71,71,0
"5820","5273.txt","if (IndexManager.VERBOSE) System.out.println(""-> merging index : ""/*nonNLS*/+index.getIndexFile());","if (IndexManager.VERBOSE) System.out.println(""-> merging index : ""+index.getIndexFile()); //$NON-NLS-1$","if (IndexManager.VERBOSE) System.out.println(""-> merging index : ""+index.getIndexFile()); //$NON-NLS-1$",59,59,0
"5821","5274.txt","addField(Argo.localize(""UMLMenu"", ""label.subvertex""), new JScrollPane(new UMLMutableLinkedList(this, new UMLCompositeStateSubvertexListModel(), null, ActionNewStubState.SINGLETON)));","addField(Argo.localize(""UMLMenu"", ""label.subvertex""), new JScrollPane(new UMLMutableLinkedList(this, new UMLCompositeStateSubvertexListModel(this), null, ActionNewStubState.SINGLETON)));","addField(Argo.localize(""UMLMenu"", ""label.subvertex""), new JScrollPane(new UMLMutableLinkedList(this, new UMLCompositeStateSubvertexListModel(this), null, ActionNewStubState.SINGLETON)));",62,62,0
"5822","5275.txt","""menu"", ""composer"", ""menu_message_addressbook_tooltip""));","""menu"", ""composer"", ""menu_message_addressbook""));","""menu"", ""composer"", ""menu_message_addressbook""));",45,40,0.999909204262595
"5823","5276.txt","import org.columba.core.gui.frame.FrameController;","import org.columba.core.gui.FrameController;","import org.columba.core.gui.FrameController;",12,12,0
"5824","5277.txt",".getInstance().getExtensionHandler(IExtensionHandlerKeys.ORG_COLUMBA_CORE_ACTION);",".getInstance().getHandler(IExtensionHandlerKeys.ORG_COLUMBA_CORE_ACTION);",".getInstance().getHandler(IExtensionHandlerKeys.ORG_COLUMBA_CORE_ACTION);",63,63,0
"5825","5278.txt","import org.columba.core.resourceloader.ImageLoader;","import org.columba.core.gui.util.ImageLoader;","import org.columba.core.gui.util.ImageLoader;",27,27,0
"5826","5279.txt","List getContextBindingDefinitions();","List getActivityBindingDefinitions();","List getActivityBindingDefinitions();",22,22,0
"5827","528.txt","switch (accessRule.getProblemId()) {","switch (accessRule.problemId) {","switch (accessRule.problemId) {",86,86,0
"5828","5280.txt","if (explicitConstructorCall != null && explicitConstructorCall.accessMode != ExplicitConstructorCall.ImplicitSuper) {","if (explicitConstructorCall != null) {","if (explicitConstructorCall != null) {",644,644,0
"5829","5281.txt","result.setSourceRange(getStartPosition(), getLength());","result.setSourceRange(this.getStartPosition(), this.getLength());","result.setSourceRange(this.getStartPosition(), this.getLength());",214,214,0
"5830","5282.txt","putValue(SMALL_ICON, ImageLoader.getSmallIcon(""go-home.png""));","putValue(SMALL_ICON, ImageLoader.getImageIcon(""stock_home_16.png""));","putValue(SMALL_ICON, ImageLoader.getImageIcon(""stock_home_16.png""));",41,41,0
"5831","5283.txt","Object batchCompilerInstance = batchCompilerConstructor.newInstance(new Object[] {new PrintWriter(System.out), new PrintWriter(System.err), Boolean.valueOf(true)});","Object batchCompilerInstance = batchCompilerConstructor.newInstance(new Object[] {new PrintWriter(System.out), new PrintWriter(System.err), new Boolean(true)});","Object batchCompilerInstance = batchCompilerConstructor.newInstance(new Object[] {new PrintWriter(System.out), new PrintWriter(System.err), new Boolean(true)});",58,58,0
"5832","5284.txt","throw new IllegalArgumentException(""invalid partial text rule - expected two entries but "" + stack.size() + "" were provided"");","throw new IllegalArgumentException(""partial text rule - expected two entries but "" + stack.size() + "" were provided"");","throw new IllegalArgumentException(""partial text rule - expected two entries but "" + stack.size() + "" were provided"");",78,78,0
"5833","5285.txt","public static KeyStroke getInstance(String string)","public static KeyStroke parse(String string)","public static KeyStroke parse(String string)",169,169,0
"5834","5286.txt","&& currentScope.compilerOptions().sourceLevel <= ClassFileConstants.JDK1_5) {","&& currentScope.environment().options.sourceLevel <= ClassFileConstants.JDK1_5) {","&& currentScope.environment().options.sourceLevel <= ClassFileConstants.JDK1_5) {",42,42,0
"5835","5287.txt","if (user.hasPermission(ScarabSecurity.MODULE__CONFIGURE, module))","if (user.hasPermission(ScarabSecurity.MODULE__EDIT, module))","if (user.hasPermission(ScarabSecurity.MODULE__EDIT, module))",29,29,0
"5836","5288.txt","return zipFilename.equals(((ClasspathJar) o).zipFilename);","return zipFilename.equalsIgnoreCase(((ClasspathJar) o).zipFilename);","return zipFilename.equalsIgnoreCase(((ClasspathJar) o).zipFilename);",64,64,0
"5837","5289.txt","codeStream.recordPositionsFrom(pc, this.sourceStart);","codeStream.recordPositionsFrom(pc, this);","codeStream.recordPositionsFrom(pc, this);",210,210,0
"5838","529.txt","public static Vector convert(LoggingEvent event) {","static Vector convert(LoggingEvent event) {","static Vector convert(LoggingEvent event) {",139,139,0
"5839","5290.txt","return ((ClasspathEntry)getRawClasspathEntry()).fulExclusionPatternChars();","return ((ClasspathEntry)getRawClasspathEntry()).charBasedExclusionPatterns();","return ((ClasspathEntry)getRawClasspathEntry()).charBasedExclusionPatterns();",186,186,0
"5840","5291.txt","return TypeBinding.NULL;","return NullBinding;","return NullBinding;",49,49,0
"5841","5292.txt","final byte[] contents = this.document.getByteContents();","byte[] contents = this.document.getByteContents();","byte[] contents = this.document.getByteContents();",442,442,0
"5842","5293.txt","notify();","notifyAll();","notifyAll();",196,196,0
"5843","5294.txt","if (containerID.equals(containerPath.segment(0))) { // registered container","if (containerPath.segment(0).equals(containerID)) { // registered container","if (containerPath.segment(0).equals(containerID)) { // registered container",748,748,0
"5844","5295.txt","public boolean supportsAddFolder(IFolder newFolder) {","public boolean supportsAddFolder(AbstractFolder newFolder) {","public boolean supportsAddFolder(AbstractFolder newFolder) {",61,61,0
"5845","5296.txt","if (type.isRawType() && (this.bits & IgnoreRawTypeCheck) == 0 && scope.compilerOptions().reportRawTypeReference) {","if (type.isRawType() && scope.compilerOptions().reportRawTypeReference) {","if (type.isRawType() && scope.compilerOptions().reportRawTypeReference) {",750,750,0
"5846","5297.txt","public static final String TOMCAT_VERSION = ""3.3.1 Beta 1"";","public static final String TOMCAT_VERSION = ""3.3.1 Dev"";","public static final String TOMCAT_VERSION = ""3.3.1 Dev"";",151,151,0
"5847","5298.txt","public class IntegerTokenConverter extends TokenConverter {","class IntegerTokenConverter extends TokenConverter {","class IntegerTokenConverter extends TokenConverter {",26,26,0
"5848","5299.txt","@version $Id: ScarabException.java,v 1.6 2004/05/07 05:57:47 dabbous Exp $","@version $Id: ScarabException.java,v 1.5 2004/05/01 19:04:29 dabbous Exp $","@version $Id: ScarabException.java,v 1.5 2004/05/01 19:04:29 dabbous Exp $",64,64,0
"5849","53.txt","import org.columba.mail.gui.table.model.MessageNode;","import org.columba.mail.gui.table.util.MessageNode;","import org.columba.mail.gui.table.util.MessageNode;",26,26,0
"5850","530.txt","//	int InvalidClassInstantiationWithWildcards = Internal + 537;","int InvalidClassInstantiationWithWildcards = Internal + 537;","int InvalidClassInstantiationWithWildcards = Internal + 537;",871,871,0
"5851","5300.txt","import org.columba.mail.resourceloader.MailImageLoader;","import org.columba.mail.gui.util.MailImageLoader;","import org.columba.mail.gui.util.MailImageLoader;",32,32,0
"5852","5301.txt","pkgPath + ""/"" + classFile.getElementName() : //$NON-NLS-1$","pkgPath + ""/""/*nonNLS*/ + classFile.getElementName() :","pkgPath + ""/""/*nonNLS*/ + classFile.getElementName() :",138,138,0
"5853","5302.txt","//initActions();","initActions();","initActions();",54,54,0
"5854","5303.txt","return ""<CompleteOnType:"" + new String(token) + "">"" ; //$NON-NLS-2$ //$NON-NLS-1$","return ""<CompleteOnType:""/*nonNLS*/ + new String(token) + "">""/*nonNLS*/ ;","return ""<CompleteOnType:""/*nonNLS*/ + new String(token) + "">""/*nonNLS*/ ;",45,45,0
"5855","5304.txt","package org.jhotdraw.contrib.zoom;","package CH.ifa.draw.contrib.zoom;","package CH.ifa.draw.contrib.zoom;",12,12,0
"5856","5305.txt","this(Name.root, payloadSize,","super(Name.root, Type.OPT, payloadSize,","super(Name.root, Type.OPT, payloadSize,",50,50,0
"5857","5306.txt","unicastClass = Thread.currentThread().getContextClassLoader().loadClass(className);","unicastClass = Class.forName(className);","unicastClass = Class.forName(className);",68,68,0
"5858","5307.txt","if (referenceType != null && (referenceType.isBoundParameterizedType() || referenceType.isGenericType() || referenceType.isTypeVariable())) {","if (referenceType.isBoundParameterizedType() || referenceType.isGenericType() || referenceType.isTypeVariable()) {","if (referenceType.isBoundParameterizedType() || referenceType.isGenericType() || referenceType.isTypeVariable()) {",143,143,0
"5859","5308.txt","return (this.offset < 0 ? ""("" : ""X("") + this.offset + "", length "" + this.length + "" :>"" + this.replacement + ""<""; //$NON-NLS-1$//$NON-NLS-2$//$NON-NLS-3$//$NON-NLS-4$ //$NON-NLS-5$","return ""("" + this.offset + "", length "" + this.length + "" :>"" + this.replacement + ""<""; //$NON-NLS-1$//$NON-NLS-2$//$NON-NLS-3$//$NON-NLS-4$","return ""("" + this.offset + "", length "" + this.length + "" :>"" + this.replacement + ""<""; //$NON-NLS-1$//$NON-NLS-2$//$NON-NLS-3$//$NON-NLS-4$",26,26,0
"5860","5309.txt","CharOperation.NO_CHAR_CHAR}; // default package","TypeConstants.NoCharChar}; // default package","TypeConstants.NoCharChar}; // default package",97,97,0
"5861","531.txt","UIStats.end(UIStats.CREATE_PART_CONTROL, part[0], id);","UIStats.end(UIStats.CREATE_PART_CONTROL, id);","UIStats.end(UIStats.CREATE_PART_CONTROL, id);",162,162,0
"5862","5310.txt","if (current.hasSubstitutedParameters() || original.typeVariables != Binding.NO_TYPE_VARIABLES) {","if (current != original) {","if (!compatibleMethod.isValidBinding() && exactMethod.typeVariables != Binding.NO_TYPE_VARIABLES) {",3451,822,1
"5863","5311.txt","locator,","locator.handleFactory,","selector,",106,89,0.999999999999997
"5864","5312.txt","palette.add(createToolButton(IMAGES + ""LINE"", ""Line Tool"", tool));","palette.add(createToolButton(IMAGES + ""Line"", ""Line Tool"", tool));","palette.add(createToolButton(IMAGES + ""Line"", ""Line Tool"", tool));",48,48,0
"5865","5313.txt","return this.binding.isClass() && !this.binding.isTypeVariable() && !this.binding.isWildcard();","return this.binding.isClass() && !this.binding.isTypeVariable();","return this.binding.isClass() && !this.binding.isTypeVariable();",923,923,0
"5866","5314.txt","public PartPresentation createDetachedViewPresentation(Composite parent,","public PartPresentation createDetachedWindowPresentation(Composite parent,","public PartPresentation createDetachedWindowPresentation(Composite parent,",64,64,0
"5867","5315.txt","public void updateGUI() throws Exception {","public void updateSelectedGUI() throws Exception {","public void updateSelectedGUI() throws Exception {",40,40,0
"5868","5316.txt","public boolean isCompatibleWith(TypeBinding right) {","boolean isCompatibleWith(TypeBinding right) {","boolean isCompatibleWith(TypeBinding right) {",443,443,0
"5869","5317.txt","return ""Flow context""/*nonNLS*/;","return ""Flow context""; //$NON-NLS-1$","return ""Flow context""; //$NON-NLS-1$",329,329,0
"5870","5318.txt","int index = scanner.getLineNumber(position);","int index = scanner.searchLineNumber(position);","int index = scanner.searchLineNumber(position);",212,212,0
"5871","5319.txt","public abstract boolean isCompatibleWith(TypeBinding right);","abstract boolean isCompatibleWith(TypeBinding right);","abstract boolean isCompatibleWith(TypeBinding right);",69,69,0
"5872","532.txt","Assert.isTrue(false, ""Internal Error - Lazy building has been disabled""/*nonNLS*/);","Assert.isTrue(false, Util.bind(""build.lazyBuildDisabled""/*nonNLS*/));","Assert.isTrue(false, Util.bind(""build.lazyBuildDisabled""/*nonNLS*/));",108,108,0
"5873","5320.txt","sb.append(getHeader() + ""\n"");","sb.append(getHeader());","sb.append(getHeader());",153,153,0
"5874","5321.txt","Index index = this.manager.getIndex(this.containerPath, true, /*reuse index file*/ true /*create if none*/);","Index index = manager.getIndex(this.containerPath, true, /*reuse index file*/ true /*create if none*/);","Index index = manager.getIndex(this.containerPath, true, /*reuse index file*/ true /*create if none*/);",46,46,0
"5875","5322.txt","page = workingSetTypePage = new WorkingSetTypePage(this.descriptors);","page = workingSetTypePage = new WorkingSetTypePage();","page = workingSetTypePage = new WorkingSetTypePage();",69,69,0
"5876","5323.txt","public String getTitleToolTip() {","public String getTitleToolTipText() {","public String getTitleToolTipText() {",66,66,0
"5877","5324.txt","type = copyDims(type, typeDimensions + 1);","type = type.copyDims(typeDimensions + 1);","type = type.copyDims(typeDimensions + 1);",1709,1709,0
"5878","5325.txt","? CharOperation.splitAndTrimOn(',', filterSequence.toCharArray())","? CharOperation.splitOn(',', filterSequence.toCharArray())","? CharOperation.splitOn(',', filterSequence.toCharArray())",403,403,0
"5879","5326.txt","static Level defaultLevel = Logger.getRootLogger().getLevel();","static Level defaultLevel = Category.getRoot().getLevel();","static Level defaultLevel = Category.getRoot().getLevel();",28,28,0
"5880","5327.txt","super(""ActivityDiagram"");","super(Translator.localize(""CoreMenu"", ""ActivityDiagram""));","super(Translator.localize(""CoreMenu"", ""ActivityDiagram""));",46,46,0
"5881","5328.txt","TypeReference typeRef = getTypeReference(this.intStack[this.intPtr--]);","TypeReference typeRef = getTypeReference(this.intPtr--);","TypeReference typeRef = getTypeReference(this.intPtr--);",619,619,0
"5882","5329.txt","marker.setAttribute(""ID""/*nonNLS*/, new Integer(problem.getID()));","marker.setAttribute(""ID"", new Integer(problem.getID()));","marker.setAttribute(""ID"", new Integer(problem.getID()));",131,131,0
"5883","533.txt","issue = IssueManager.getIssueById(id);","issue = Issue.getIssueById(id);","issue = Issue.getIssueById(id);",1358,1358,0
"5884","5330.txt","public static final String[] FILE_TYPES= new String[] {""java""}; //$NON-NLS-1$","public static final String[] FILE_TYPES= new String[] {""java""/*nonNLS*/};","public static final String[] FILE_TYPES= new String[] {""java""/*nonNLS*/};",34,34,0
"5885","5331.txt","throw new EvalError(""Empty switch statement."", this, callstack );","throw new EvalError(""Empty switch statement..."");","throw new EvalError(""Empty switch statement..."");",62,62,0
"5886","5332.txt","""options.textArea.stripTrailingEOL""));","""options.general.stripTrailingEOL""));","""options.general.stripTrailingEOL""));",161,161,0
"5887","5333.txt","boolean isMac = org.eclipse.jface.util.Util.isMac();","boolean isMac = ""carbon"".equals(SWT.getPlatform()) || ""cocoa"".equals(SWT.getPlatform()); //$NON-NLS-1$ //$NON-NLS-2$","boolean columnPlaced = false;",658,157,1
"5888","5334.txt","options = new CompilerOptions(settings);","options = settings == null ? new CompilerOptions() : new CompilerOptions(settings);","options = settings == null ? new CompilerOptions() : new CompilerOptions(settings);",122,122,0
"5889","5335.txt","public NetApp() {","NetApp() {","NetApp() {",25,25,0
"5890","5336.txt","super("""", """");","super(null, null);","super(null, null);",86,86,0
"5891","5337.txt","public static final String SIGNATURE= ""INDEX FILE 0.017""; //$NON-NLS-1$","public static final String SIGNATURE= ""INDEX FILE 0.016""; //$NON-NLS-1$","public static final String SIGNATURE= ""INDEX FILE 0.016""; //$NON-NLS-1$",20,20,0
"5892","5338.txt","abstract class JobTreeElement implements Comparable{","abstract class JobTreeElement {","abstract class JobTreeElement {",17,17,0
"5893","5339.txt","indexVal = Types.getAssignableForm( indexVal, Integer.TYPE);","indexVal = NameSpace.getAssignableForm( indexVal, Integer.TYPE);","indexVal = NameSpace.getAssignableForm( indexVal, Integer.TYPE);",193,193,0
"5894","534.txt","this.hierarchy.progressMonitor);","this.hierarchy.fProgressMonitor);","this.hierarchy.fProgressMonitor);",384,384,0
"5895","5340.txt","@author Scott.Stark@jboss.org","@author <a href=""mailto:Scott_Stark@displayscape.com"">Scott Stark</a>.","@author <a href=""mailto:Scott_Stark@displayscape.com"">Scott Stark</a>.",17,17,0
"5896","5341.txt","return ""(""/*nonNLS*/ + type.toString(0)+ "") ""/*nonNLS*/ +","return ""("" + type.toString(0)+ "") "" + //$NON-NLS-2$ //$NON-NLS-1$","return ""("" + type.toString(0)+ "") "" + //$NON-NLS-2$ //$NON-NLS-1$",237,237,0
"5897","5342.txt","new String[] {CharOperation.toString(compUnitDecl.compilationResult.compilationUnit.getPackageName())},","new String[0],","new String[] {CharOperation.toString(compUnitDecl.currentPackage.tokens)},",1736,1729,0.999998336943945
"5898","5343.txt","import org.eclipse.jdt.internal.compiler.util.SimpleLookupTable;","import org.eclipse.jdt.internal.core.util.SimpleLookupTable;","import org.eclipse.jdt.internal.core.util.SimpleLookupTable;",18,18,0
"5899","5344.txt","return DECLINED;","return 0;","return 0;",119,119,0
"5900","5345.txt","offscreenGfx.setColor(new Color(225,225,239));","offscreenGfx.setColor(new Color(87,87,114));","offscreenGfx.setColor(new Color(87,87,114));",121,121,0
"5901","5346.txt","package org.apache.log4j;","package org.log4j;","package org.log4j;",8,8,0
"5902","5347.txt","GridData.HORIZONTAL_ALIGN_BEGINNING));","GridData.HORIZONTAL_ALIGN_END));","GridData.HORIZONTAL_ALIGN_END));",323,323,0
"5903","5348.txt","if (element instanceof ViewDescriptor && WorkbenchActivityHelper.filterItem(element)) {","if (WorkbenchActivityHelper.filterItem(element)) {","if (element instanceof IViewDescriptor) {",88,57,1
"5904","5349.txt","long metaTagBits = annotationBinding.getAnnotationTagBits();","long metaTagBits = annotationBinding.tagBits;","long metaTagBits = annotationBinding.tagBits;",3615,3615,0
"5905","535.txt","return new OSTask[0];","return null;","return name;",88,50,1
"5906","5350.txt","import org.columba.core.gui.frame.FrameController;","import org.columba.core.gui.FrameController;","import org.columba.core.gui.FrameController;",27,27,0
"5907","5351.txt","import org.columba.core.gui.frame.FrameController;","import org.columba.core.gui.FrameController;","import org.columba.core.gui.FrameController;",12,12,0
"5908","5352.txt","import org.columba.core.gui.selection.SelectionChangedEvent;","import org.columba.core.gui.util.SelectionChangedEvent;","import org.columba.core.gui.util.SelectionChangedEvent;",19,19,0
"5909","5353.txt","return qualification.toString(0)+"".super"" ; //$NON-NLS-1$","return qualification.toString(0)+"".super""/*nonNLS*/ ;","return qualification.toString(0)+"".super""/*nonNLS*/ ;",39,39,0
"5910","5354.txt","result.setSourceRange(getStartPosition(), getLength());","result.setSourceRange(this.getStartPosition(), this.getLength());","result.setSourceRange(this.getStartPosition(), this.getLength());",164,164,0
"5911","5355.txt","throw new Error(""not implemented""); //$NON-NLS-1$","throw new Error(""not implemented"");","throw new Error(""not implemented"");",55,55,0
"5912","5356.txt","public AnnotationHolder retrieveAnnotationHolder(Binding binding, boolean forceInitialization) {","AnnotationHolder retrieveAnnotationHolder(Binding binding, boolean forceInitialization) {","AnnotationHolder retrieveAnnotationHolder(Binding binding, boolean forceInitialization) {",1096,1096,0
"5913","5357.txt","// c.setUUID(UUIDManager.SINGLETON.getNewUUID());","c.setUUID(UUIDManager.SINGLETON.getNewUUID());","c.setUUID(UUIDManager.SINGLETON.getNewUUID());",61,61,0
"5914","5358.txt","s = s + ""default : ""/*nonNLS*/ ;","s = s + ""default : "" ; //$NON-NLS-1$","s = s + ""default : "" ; //$NON-NLS-1$",56,56,0
